id,title,text
9463,Geophysical Journal International,"Geophysical Journal International is a monthly peer-reviewed scientific journal published by Oxford University Press on behalf of the Royal Astronomical Society and the Deutsche Geophysikalische Gesellschaft (German Geophysical Society). The journal publishes original research papers, research notes, letters, and book reviews. It was established in 1922. The editor-in-chief is Joerg Renner (Ruhr University Bochum). The journal covers research on all aspects of theoretical, computational, applied and observational geophysics."
9464,Mobile Computing and Communications Review,"Mobile Computing and Communications Review (MC2R) is a peer-reviewed quarterly scientific journal and newsletter published by the ACM SIGMOBILE covering mobile computing and networking. The purpose of the journal is the rapid publication of completed or in-progress technical work, including articles dealing with both research and practice. The journal also covers the status of major international standards in the field, and news of conferences and other events."
9465,Stochastic Models,"Stochastic Models is a peer-reviewed scientific journal that publishes papers on stochastic models. It is published by Taylor & Francis. It was established in 1985 under the title ""Communications in Statistics. Stochastic Models"" and obtained its current name in 2001. According to the ""Journal Citation Reports"", the journal has a 2016 impact factor of 0.380. The founding editor-in-chief was Marcel F. Neuts, the current editor is Peter Taylor (University of Melbourne)."
9466,Hotline Communications,"Hotline Communications Limited (HCL) was a software company founded in 1997, based in Toronto, Canada, with employees also in the United States and Australia. Hotline Communications' main activity was the publishing and distribution of a multi-purpose client/server communication software product named ""Hotline Connect"", informally called, simply, ""Hotline"". Initially, Hotline Communications sought a wide audience for its products, and organizations as diverse as Avid Technology, Apple Computer Australia, and public high schools used Hotline. At its peak, Hotline received millions of dollars in venture capital funding, grew to employ more than fifty people, served millions of users, and won accolades at trade shows and in newspapers and computer magazines around the world."
9467,Nutrients (journal),"Nutrients is an open access peer-reviewed scientific journal publishing reviews, regular research papers, and short communications on all aspects of nutrition. It was established in 2009 and is published by MDPI."
9468,Immunogenetics (journal),"Immunogenetics is a peer-reviewed scientific journal covering immunogenetics, the branch of medical research that explores the relationship between the immune system and genetics. This journal publishes original research papers, brief communications and reviews in: immunogenetics of cell interaction, immunogenetics of tissue differentiation and development, phylogeny of alloantigens and of immune response, genetic control of immune response and disease susceptibility, and genetics and biochemistry of alloantigens."
9469,Wireless Personal Communications,"Wireless Personal Communications is a peer-reviewed scientific journal published by Springer Science+Business Media. It covers mobile communications and computing and investigates theoretical, engineering, and experimental aspects of radio communications, voice, data, images, and multimedia. This includes propagation, system models, speech and image coding, multiple access techniques, protocols performance evaluation, radio local area networks, and networking and architectures. The editor-in-chief is Ramjee Prasad (Aalborg University)."
9470,Journal of Communication Management,"The Journal of Communication Management is a quarterly peer-reviewed academic journal covering public relations and published by Emerald Group Publishing. It was established in 1996. The journal is abstracted and indexed in PsycINFO and Scopus. It is a partner of the European Public Relations Education and Research Association and is the preferred publishing partner of the Chartered Institute of Public Relations. The editor-in-chief since 2016 is Jesper Falkheimer (Lund University), taking over from Anne Gregory (Leeds Metropolitan University)."
9471,Emerson Review,"The Emerson Review, founded in 1953 as ""The Scribe"", is Emerson College's award-winning and oldest student-run literary magazine. The book is published annually and is released each spring during a Release Event, which is open to the entire literary community of Boston."
9472,Journal of Artificial Societies and Social Simulation,"The Journal of Artificial Societies and Social Simulation (JASSS) is a quarterly peer-reviewed academic journal created by Nigel Gilbert (University of Surrey). The current editor is Flaminio Squazzoni. The journal publishes articles in computational sociology, social simulation, complexity science, and artificial societies. Its approach is multi-disciplinary, integrating sociology, economy, computer science, or physics. The journal is published open access."
9473,Journal of Higher Education Outreach and Engagement,"The Journal of Higher Education Outreach and Engagement is a peer-reviewed open-access academic journal published by the University of Georgia. It was established in 1996 as the ""Journal of Public Service and Outreach"". The journal covers issues concerning service learning and university outreach to surrounding communities. The journal publishes research articles, essays, descriptions of nascent university-community partnership projects, book reviews, and dissertation overviews."
9474,ACM Computing Surveys,ACM Computing Surveys is a quarterly peer-reviewed scientific journal published by the Association for Computing Machinery. It publishes survey articles and tutorials related to computer science and computing. The journal was established in 1969 with William S. Dorn as founding editor-in-chief.
9475,Communications of the ACM,"Communications of the ACM is the monthly journal of the Association for Computing Machinery (ACM). It was established in 1958, with Saul Rosen as its first managing editor. It is sent to all ACM members."
9476,Olumo Rock,"Oluma Rock is a popular tourist attraction in the city of Abeokuta, Ogun State, Nigeria. It was used as a fortress by the Egba people in the early 19th century. Olumo rock, one of the most popular tourist destinations in Nigeria, West Africa, sits in the ancient city centre of Abeokuta -- a name which means ``Under the rock ''; it has a height of 137 metres above sea level. Abeokuta was originally inhabited by the egba. People who found refuge at the Olumo rock during intertribal wars in the 19th century. The rock provided sanctuary to the people as well as a vantage point to monitor the enemy's advance leading to eventual triumph in war. The town of Abeokuta eventually grew as these new settlers spread out from this location. Abeokuta is just about an hours drive from the bustling metropolitan city of Lagos providing convenient access to an array of hotels, restaurants, clubs, casinos and various nightlife activities. Lagos is also home to the closest airport to Abeokuta, the Murtala Muhammed International Airport. Hotels in Abeokuta within minutes drive from the rock include Gateway Hotel and Olumo Guest House."
